Date,PnL
2017-12-27,-53.59
2017-12-28,140.59
2017-12-29,-100.87
2018-01-02,-35.41999999999949
2018-01-03,26.96999999999949
2018-01-04,-59.02000000000066
2018-01-05,82.68000000000066
2018-01-08,0.0
2018-01-09,-45.3
2018-01-10,0.0
2018-01-11,-52.83999999999956
2018-01-12,89.32999999999899
2018-01-15,21.47000000000058
2018-01-16,108.06
2018-01-17,-98.55000000000067
2018-01-18,105.16000000000065
2018-01-19,-15.429999999999715
2018-01-22,72.63999999999889
2018-01-23,546.790000000002
2018-01-24,-111.06000000000131
2018-01-25,0.0
2018-01-26,442.6200000000006
2018-01-29,338.46999999999946
2018-01-30,57.15
2018-01-31,95.69999999999999
2018-02-01,0.0
2018-02-02,-67.11
2018-02-05,-92.59
2018-02-06,0.0
2018-02-07,39.6
2018-02-08,0.0
2018-02-09,0.0
2018-02-12,0.0
2018-02-13,223.33
2018-02-14,411.69
2018-02-15,313.9999999999992
2018-02-20,-232.2599999999992
2018-02-21,-21.340000000000366
2018-02-22,-119.99999999999963
2018-02-23,0.0
2018-02-26,-152.18999999999915
2018-02-27,-56.47000000000088
2018-02-28,0.0
2018-03-01,-125.82
2018-03-02,-319.41
2018-03-05,-371.20999999999884
2018-03-06,16.29
2018-03-07,0.0
2018-03-08,191.75
2018-03-09,86.63000000000005
2018-03-12,521.31
2018-03-13,0.0
2018-03-14,0.0
2018-03-15,95.08
2018-03-16,-90.96
2018-03-19,-37.48
2018-03-20,-92.61000000000175
2018-03-21,227.58000000000175
2018-03-22,0.0
2018-03-23,0.0
2018-03-26,328.3400000000011
2018-03-27,-75.95000000000108
2018-03-28,0.0
2018-03-29,-36.15
2018-04-03,-38.3
2018-04-04,-852.8199999999999
2018-04-06,396.5899999999999
2018-04-09,28.65
2018-04-10,132.68000000000052
2018-04-11,-57.50000000000051
2018-04-12,-94.27
2018-04-13,-72.13
2018-04-16,0.0
2018-04-17,-80.84
2018-04-18,0.0
2018-04-19,151.5
2018-04-20,-90.75
2018-04-23,-112.58
2018-04-24,34.41
2018-04-25,0.0
2018-04-26,-105.96
2018-04-27,-31.27999999999949
2018-04-30,486.2599999999987
2018-05-02,74.86000000000087
2018-05-03,0.0
2018-05-04,-156.47
2018-05-07,0.0
2018-05-08,-34.99
2018-05-09,29.880000000000216
2018-05-10,-297.9300000000003
2018-05-11,-80.35999999999967
2018-05-14,-389.05
2018-05-15,468.0
